Horizontal,Vertical,Time,Temperature,RPM,Load,Degradation
"[2725277.397374287, 56.80838267468058, 0.24278998735482876, 28.117289228304752, 2.0638395222608015, -0.006411983016900001, 3.8480448182920033]","[2725968.08439313, 56.80838267468058, 0.2427899873439631, 28.102499739229728, 2.063390605513098, -0.005365802231060916, 3.8485167811679455]",120.91797,25.0,1800.0,4000.0,0.5920986856824338
"[1669554.8182300604, 55.555814992762166, 0.16870193510248777, 50.469291193991666, 2.6822083324440325, 0.0017652243769799725, 3.060970177546774]","[1669136.286300703, 55.555814992762166, 0.16534287178607318, 50.42009466053479, 2.6787315619552086, 0.002698910243016584, 3.0610651073067516]",120.9375,25.0,1800.0,4000.0,0.5921944917671055
"[626439.6591939515, 58.08919088907949, 0.3529257674946091, 13.917324200450444, -0.8627970409392856, 0.012254425226030001, 1.76888150675503]","[626022.3030371113, 58.08919088907949, 0.3572672645993339, 13.875826965341947, -0.8640832910621807, 0.01257566875360408, 1.7689771688949008]",120.95703,25.0,1800.0,4000.0,0.5922902979079099
"[779187.7525129435, 56.80838267468058, 0.42229179222218444, 13.895769041861392, -1.3625216879008697, 0.01090508517207999, 2.017329860361621]","[779288.6413391933, 56.80838267468058, 0.4299661230808095, 13.889554085429737, -1.3647444711589682, 0.010885419067136325, 2.0176088125816456]",120.97656,25.0,1800.0,4000.0,0.5923861041048472
"[725996.8932993272, 28.46049556315417, 0.21102791314421485, 11.016847646646582, -0.7300585435305027, -0.02178712569881999, 1.9938611385509017]","[726461.788754314, 28.46049556315417, 0.21421072892658086, 11.035857484163378, -0.7281806451696916, -0.02213328292207411, 1.994420308592986]",120.99609,25.0,1800.0,4000.0,0.5924819103579172
"[625427.1308575319, 26.032198621733905, 0.14993015948691996, 8.457311494206527, -0.010867571376177273, -0.017557573927480013, 1.7703057901809736]","[625684.1503583868, 26.032198621733905, 0.1499301594936654, 8.44888627892823, -0.005712710656767727, -0.018837614734147193, 1.7707257282107258]",121.01562,25.0,1800.0,4000.0,0.5925777166671203
"[470691.31016560295, 54.33086516799652, 0.3888127390362074, 3.850456307455076, 0.2701061533732164, 0.004136108766349985, 1.5850334476617558]","[471065.28712328104, 54.33086516799652, 0.4116163665596974, 3.8635453892875873, 0.2785774854170285, 0.0030036684699175442, 1.5860384682782132]",121.03516,25.0,1800.0,4000.0,0.5926735720884694
"[503493.3201578674, 28.46049556315417, 0.19134550598394076, 4.674215644100165, -0.017718078496704585, -0.0010818047985000092, 1.579465383045008]","[504429.1865152366, 28.46049556315417, 0.19802276807961267, 4.680522788381118, -0.006688153991651221, -0.0015511834265202246, 1.580830006336728]",121.05469,25.0,1800.0,4000.0,0.592769378509967
"[851932.0977480268, 56.80838267468058, 0.29302975186875235, 40.149914283734425, -2.4447350750245023, -0.010360516516720004, 2.0381147407132816]","[851721.5574319673, 56.80838267468058, 0.29788311845554016, 40.14129456303765, -2.439288724509966, -0.010524332021242007, 2.0384127048516842]",121.07422,25.0,1800.0,4000.0,0.5928651849875978
"[906558.644312213, 56.80838267468058, 0.27813831763763613, 34.46086052079275, -2.016430150536764, -0.011520015608870018, 2.122958192237228]","[906238.5533694994, 56.80838267468058, 0.27813831765712527, 34.49938953795856, -2.0139937100039886, -0.012245390474761576, 2.1225541524299665]",121.09375,25.0,1800.0,4000.0,0.5929609915213614
"[2205291.2588693155, 55.555814992762166, 0.21780780743921171, 42.704031193269465, 2.4663964678741834, 0.003854157750220044, 3.391664844437638]","[2206086.0058113234, 55.555814992762166, 0.22082325544206804, 42.69985456817211, 2.467804707795434, 0.003185027616079568, 3.3917253431124528]",121.11328,25.0,1800.0,4000.0,0.5930567981112583
"[3526615.673549597, 28.46049556315417, 0.26194812303410153, 21.5130741109568, 1.2514745826121714, -0.016014149838209986, 4.427262847687681]","[3525714.1265432965, 28.46049556315417, 0.2619481230574523, 21.511800745202496, 1.254328733330491, -0.01647343329964046, 4.427007189545127]",121.13281,25.0,1800.0,4000.0,0.5931526047572883
"[1832121.9720773043, 26.619123513162695, 0.12977476277161626, 22.877173309652274, 0.16008938814698404, -0.01137916507638999, 3.434784126605117]","[1830699.9260810313, 26.619123513162695, 0.12977476281509007, 22.870409976109624, 0.16556786005821797, -0.0113957791832998, 3.4341294694673428]",121.15234,25.0,1800.0,4000.0,0.5932484114594513
"[655705.6059103473, 26.619123513162695, 0.2301284074636722, 19.461772542279775, -0.866428700283785, 0.011576258930859985, 1.761663904792526]","[656644.8079846343, 26.619123513162695, 0.23573629277915786, 19.316027870548798, -0.8577989176199683, 0.01278591827957672, 1.7625232904687198]",121.17188,25.0,1800.0,4000.0,0.5933442672739617
"[514163.45546475926, 56.80838267468058, 0.24722463507133352, 3.993477762386818, -0.032276777541872886, 0.0024480482988300098, 1.5987506149184436]","[515401.2039134683, 56.80838267468058, 0.2472246350997049, 3.985255412541698, -0.03545992389914929, 0.0025107411430044147, 1.5996087100443923]",121.19141,25.0,1800.0,4000.0,0.5934400740884199
"[652095.8305076088, 27.21928127950857, 0.3435836259255295, 7.885265885503811, 0.3236135303029801, -0.005633391218720007, 1.9331129170423398]","[652527.307597099, 27.21928127950857, 0.3342608928596931, 7.862133721914896, 0.3143907972117738, -0.006383212165915326, 1.9330122697264533]",121.21094,25.0,1800.0,4000.0,0.5935358809590112
"[567357.5920922525, 56.80838267468058, 0.2949586387085223, 9.813850793016442, 0.5574997835569484, -0.005811447897309993, 1.8211110335453917]","[566767.3432607674, 56.80838267468058, 0.28732792406623886, 9.80220133705753, 0.5515137782627242, -0.005403958674686461, 1.8202093100729448]",121.23047,25.0,1800.0,4000.0,0.593631687885736
"[493310.5968909885, 26.619123513162695, 0.6476228165725477, 8.786364881208305, 0.8469568054421087, -0.0033884883153999902, 1.5466572012270758]","[492852.62891526124, 26.619123513162695, 0.6526919804149737, 8.842838798672476, 0.8551290074523422, -0.0022048778543827413, 1.5463863743701198]",121.25,25.0,1800.0,4000.0,0.5937274948685939
"[457658.1111051563, 26.032198621733905, 0.647096489452512, 8.949077429867655, 0.5795666082487789, 0.0032034860837499837, 1.4703848039637042]","[457868.79022870597, 26.032198621733905, 0.6519538777113819, 9.004723269822177, 0.5799506804892064, 0.003651785665468217, 1.4713906182543393]",121.26953,25.0,1800.0,4000.0,0.5938233019075853
"[771230.533058393, 21.299270527843998, 0.5515850883601858, 20.39795349858807, 1.0441825293442786, -0.013750604235430007, 2.1516926754970513]","[771710.8261126569, 21.299270527843998, 0.5490962821813921, 20.401526033199506, 1.0468272412715105, -0.013403657552803268, 2.1530039713663345]",121.28906,25.0,1800.0,4000.0,0.5939191090027099
"[2279087.632210707, 27.21928127950857, 0.503107192190833, 66.14995966689261, 4.726302550633807, -0.02152124471400999, 3.9947178404859134]","[2278713.337832523, 27.21928127950857, 0.5031071921844708, 66.12202281559169, 4.725994223295827, -0.020319148900917034, 3.994577617541497]",121.30859,25.0,1800.0,4000.0,0.594014916153968
"[3831903.8833919466, 53.132924254420196, 0.16069816559195355, 42.66267081090246, 2.6144763730705214, 0.005606766583300083, 4.671188968757059]","[3831377.825204902, 53.132924254420196, 0.16606879265421715, 42.66042014429359, 2.612483426913628, 0.006510690948694601, 4.670931377540946]",121.32812,25.0,1800.0,4000.0,0.5941107233613595
"[2410045.2197328266, 26.032198621733905, 0.13327869238300574, 32.731099787904384, -0.7317371355418733, 0.012007235711640092, 3.415905992834639]","[2411560.5187542546, 26.032198621733905, 0.13327869238009754, 32.7297799644034, -0.7364670060467097, 0.012915370869482848, 3.416817085931891]",121.34766,25.0,1800.0,4000.0,0.5942065796813574
"[1006410.6874536043, 28.46049556315417, 0.08336750430298244, 26.44983786162434, -1.211184213060789, -0.000415965363470006, 2.230546345770451]","[1007282.1930235012, 28.46049556315417, 0.08336750436549052, 26.47474625942432, -1.219835825605537, 0.0005033404517128481, 2.231166962251981]",121.36719,25.0,1800.0,4000.0,0.5943023870010445
"[869591.9967813465, 28.46049556315417, 0.08322415753003039, 27.303610966711926, -0.7705715133970341, -0.010885298142690002, 2.0967940407102157]","[869717.4372851024, 28.46049556315417, 0.08322415759267408, 27.35047335741929, -0.7812165058904855, -0.010105734793298649, 2.096839208501222]",121.38672,25.0,1800.0,4000.0,0.5943981943768654
"[655696.6254990184, 56.80838267468058, 0.22716813982304818, 7.568499697245176, 0.16803679232693286, -0.010613150089519997, 1.8406439974867221]","[654972.4526434412, 56.80838267468058, 0.22716813979693246, 7.577145326152168, 0.165946445681442, -0.010492456811551676, 1.840393051471088]",121.40625,25.0,1800.0,4000.0,0.5944940018088197
"[950557.8568901524, 26.032198621733905, 0.197301779608823, 8.955297200120327, 0.1591984616256536, 0.014413107168439996, 2.1930869949347986]","[951900.7539518822, 26.032198621733905, 0.1960714096225178, 8.99084323597878, 0.15553319186252185, 0.014389319593704555, 2.193738744997747]",121.42578,25.0,1800.0,4000.0,0.5945898092969076
"[1091624.2671269753, 25.45821483364418, 0.6114946095827718, 47.2670259143184, 2.3796085086049126, 0.01065316487456999, 2.5234110348272947]","[1092307.5832374324, 25.45821483364418, 0.6149931068530113, 47.31227467930559, 2.380468943752779, 0.011791050997022441, 2.523793823046778]",121.44531,25.0,1800.0,4000.0,0.5946856168411292
"[1117819.431520181, 59.398876350195074, 0.5928276912464323, 69.28463007671895, 3.0070768871152067, -0.011732132706649998, 2.2682648068992615]","[1117956.8097823546, 59.398876350195074, 0.5976804024566785, 69.46120677196092, 3.021774759682137, -0.012350914612581232, 2.2673212404653027]",121.46484,25.0,1800.0,4000.0,0.5947814244414844
"[751552.6214422811, 28.46049556315417, 0.19951618429302875, 8.766358363676446, -0.7351616123141123, -0.008145241971599998, 2.0696895572237968]","[752206.6116675229, 28.46049556315417, 0.19951618414297675, 8.739454972557734, -0.7335192076454091, -0.009771194047518137, 2.0704851237666198]",121.48438,25.0,1800.0,4000.0,0.5948772811546473
"[1718718.2754853165, 23.286077490589918, 0.5672073084524932, 67.88623247376955, 4.305540776924301, 0.007968933163570013, 3.199897099681766]","[1719707.7417726095, 23.286077490589918, 0.5683698015315698, 67.72712899599584, 4.298591963307996, 0.008297179454432953, 3.2001103532267727]",121.50391,25.0,1800.0,4000.0,0.5949730888672988
"[3580985.53376649, 24.34793550567121, 0.15343265837809647, 56.67779713378385, 4.144292701392913, -0.00329307402852997, 4.551749487160597]","[3579125.2712112027, 24.34793550567121, 0.1534326581140593, 56.63413109261515, 4.144411458427694, -0.0031097371841808225, 4.549952774984195]",121.52344,25.0,1800.0,4000.0,0.5950688966360839
"[2931440.2051496026, 27.21928127950857, 0.1372539665435207, 69.03265363334658, 3.649384016378284, -0.015255517555409994, 4.0151620008455104]","[2929651.0176796056, 27.21928127950857, 0.13725396625620093, 68.92697309247433, 3.6481205325523374, -0.015770437095576174, 4.014292104210893]",121.54297,25.0,1800.0,4000.0,0.5951647044610028
"[1078278.4303594355, 25.45821483364418, 0.6085880593709398, 27.549870676817708, -2.1837240507409903, -0.0116015179794, 2.32939349428221]","[1078292.2459553997, 25.45821483364418, 0.6151876086055772, 27.46104037679435, -2.1795342228937162, -0.012203114226495252, 2.3298881855192612]",121.5625,25.0,1800.0,4000.0,0.5952605123420556
"[883102.1394516983, 26.032198621733905, 0.34737774525119286, 39.433019442596176, -3.414641110023597, -0.004485987324650014, 2.0569880438326473]","[882404.1608673881, 26.032198621733905, 0.3451894006716864, 39.418861020662106, -3.41560563443841, -0.003916203185736974, 2.0569205579580787]",121.58203,25.0,1800.0,4000.0,0.5953563202792422
"[883741.5202274224, 55.555814992762166, 0.45509819426052744, 20.289057573858685, -1.5985927029652989, -0.002809985476989991, 2.11699981332451]","[885027.8622586073, 55.555814992762166, 0.44986146443177844, 20.3096001889335, -1.6007519908827257, -0.0014574312199762858, 2.1184432257620274]",121.60156,25.0,1800.0,4000.0,0.5954521282725627
"[1022882.6655296457, 27.21928127950857, 0.34355126990858664, 7.6731670188495364, -0.211126423001165, 0.015497578235000002, 2.446277193541822]","[1023772.1952744402, 27.21928127950857, 0.34828188269089333, 7.679876944573612, -0.21088882678036378, 0.016537857837933736, 2.4469559836591714]",121.62109,25.0,1800.0,4000.0,0.5955479363220171
"[814833.9946110557, 26.032198621733905, 0.2806524435279538, 6.274822928870915, 0.006219918936430185, -0.007417780428609994, 2.137183342338638]","[813996.1546714038, 26.032198621733905, 0.2806524434848364, 6.271745354817238, 0.00862782759516487, -0.006430452008561364, 2.1373307124889713]",121.64062,25.0,1800.0,4000.0,0.5956437444276055
"[961261.9964797621, 51.96139673271581, 0.502496089524312, 51.9031760989351, 2.488678425106344, -0.028208218846870005, 2.18841063851663]","[961679.153397081, 51.96139673271581, 0.5024960895315267, 51.89889030001762, 2.491169536095368, -0.027737350448450937, 2.189095398100396]",121.66016,25.0,1800.0,4000.0,0.5957396016462607
"[1092022.1717807972, 51.96139673271581, 0.4836173202054581, 46.039580764255014, 1.9212857957926077, 0.0021183322237500004, 2.269609228137055]","[1092740.3007173892, 51.96139673271581, 0.48807212603439776, 46.006328039794894, 1.9230832998976015, 0.0034394421562760407, 2.270568515339083]",121.67969,25.0,1800.0,4000.0,0.5958354098641458
"[551798.4001792887, 48.59953455396965, 0.17526071570306873, 8.322500238052037, -0.3486706748230311, -0.008147717097819994, 1.8035800033291272]","[552289.0539794038, 48.59953455396965, 0.17881715676005466, 8.306815136792666, -0.34947466966701796, -0.00758810942361782, 1.8040156973293315]",121.69922,25.0,1800.0,4000.0,0.5959312181381651
"[1688797.735092117, 54.33086516799652, 0.14975439263530443, 31.417875042231138, 1.5552815007712801, -0.019720273377719973, 3.0362899031684263]","[1689753.7546288325, 54.33086516799652, 0.14975439272130675, 31.42373091840833, 1.5533376398337386, -0.01993378214031852, 3.037275657163137]",121.71875,25.0,1800.0,4000.0,0.5960270264683184
"[2548115.6219427856, 54.33086516799652, 0.2195759328100654, 21.387103167445225, 1.2248789570798733, -0.007842313346299956, 3.678898544204683]","[2548944.407191753, 54.33086516799652, 0.219575932882909, 21.391700564414798, 1.2229742219675697, -0.007442261129141942, 3.6795810666184487]",121.73828,25.0,1800.0,4000.0,0.5961228348546058
"[1285910.3977058195, 55.555814992762166, 0.1226967825894971, 27.66325011605642, 0.9386967269845582, 0.012784047369780005, 2.6977798033804827]","[1286615.0700943158, 55.555814992762166, 0.12269678264017009, 27.65500657394187, 0.9365560194096617, 0.01283140408343874, 2.6980244986897595]",121.75781,25.0,1800.0,4000.0,0.5962186432970275
"[564763.1290066577, 56.80838267468058, 0.37108767024400674, 4.879977535091853, -0.4777424491072046, 0.006858375729779988, 1.7400461450491076]","[565180.0616575868, 56.80838267468058, 0.3819963057553718, 4.900307275154574, -0.4848937884420325, 0.006523233513987077, 1.7401956583354972]",121.77734,25.0,1800.0,4000.0,0.5963144517955832
"[600627.5505399795, 28.46049556315417, 0.36440738548216417, 4.097453986047236, -0.42978150804168236, -0.03008584593954002, 1.7803644709635171]","[599647.2505079219, 28.46049556315417, 0.37329164432232975, 4.125674166265292, -0.4396560365954645, -0.03024683131810941, 1.7795836302349548]",121.79688,25.0,1800.0,4000.0,0.5964103094074072
"[463578.5726805959, 54.33086516799652, 0.4846608516067156, 1.4477261377366286, -0.12487608193825754, -0.023713724931700014, 1.55990356602971]","[463472.7114671561, 54.33086516799652, 0.49290943235137963, 1.459030963126267, -0.12945670035476914, -0.024277348677617952, 1.5600584087008795]",121.81641,25.0,1800.0,4000.0,0.5965061180182603
"[445555.91448928387, 26.619123513162695, 0.5150119899192441, 1.6919254557034131, 0.12963152899742084, 0.005358028590930003, 1.518445940131531]","[444917.7855504587, 26.619123513162695, 0.5074407091162272, 1.6808170866432564, 0.12865406775273955, 0.0032809120610460384, 1.5171001890347524]",121.83594,25.0,1800.0,4000.0,0.5966019266852475
"[461326.04721168097, 26.619123513162695, 0.3437939487287137, 2.358381365610569, -0.002774686619725552, -0.010663512202090006, 1.4946703491742046]","[459931.0051579771, 26.619123513162695, 0.3333408063586525, 2.3410311034111, -0.001871995046532574, -0.011670388420841811, 1.4925860720739614]",121.85547,25.0,1800.0,4000.0,0.596697735408369
"[742516.7329471408, 27.832970270664603, 0.14261908813355334, 41.98088483822315, -1.8298388376869508, -0.02289685402629, 1.8510240652397572]","[742253.9937445011, 27.832970270664603, 0.1355986926921933, 41.89397961002172, -1.8192112851685858, -0.02208430862179922, 1.8508193582646832]",121.875,25.0,1800.0,4000.0,0.5967935441876251
"[657743.0932609976, 55.555814992762166, 0.12478891634859504, 44.83904420900535, -1.9472088650622243, -0.01114070556383999, 1.817879652271731]","[657950.727896415, 55.555814992762166, 0.11737957181073103, 44.71373433186037, -1.9361570524623881, -0.011250376955790124, 1.8180441192219219]",121.89453,25.0,1800.0,4000.0,0.5968893530230155
"[620788.1825025638, 56.80838267468058, 0.7110128403533656, 20.228543746749832, 1.7493617120268705, -0.003467466788750009, 1.9575072493419108]","[620847.1958392238, 56.80838267468058, 0.7110128403584431, 20.16824796244691, 1.7430729437591144, -0.0038917345636223385, 1.9573460393468234]",121.91406,25.0,1800.0,4000.0,0.5969851619145402
"[1949973.1547579085, 26.619123513162695, 0.20449717293836028, 18.484669344239418, 1.4039717366317144, -0.03090339963839, 3.3411960668262104]","[1950195.705082161, 26.619123513162695, 0.20449717278540583, 18.411159133814323, 1.3930139752945658, -0.031791729759936, 3.3400121272193832]",121.93359,25.0,1800.0,4000.0,0.5970809708621994
"[1435941.0117014037, 26.619123513162695, 0.16526324855913238, 22.115189715054143, 1.209756687074403, -0.00452526623656, 3.117271838227571]","[1435803.7016753345, 26.619123513162695, 0.16526324839190462, 22.027712132370766, 1.1963892373710057, -0.005220110560864185, 3.1161211762491656]",121.95312,25.0,1800.0,4000.0,0.597176779865993
"[549204.1972473244, 27.832970270664603, 0.31989196010325904, 3.351507359440723, -0.266700140660764, 0.010308555367579967, 1.6583447242238312]","[551311.3921689668, 27.832970270664603, 0.3174504274148611, 3.3772124791319555, -0.2710508131680165, 0.010988739067208552, 1.659756639225602]",121.97266,25.0,1800.0,4000.0,0.5972726379833141
"[587323.2273051287, 27.832970270664603, 0.48486337859628437, 4.457636908642022, -0.3436398619930464, -0.017622616099010023, 1.6837140310491743]","[588899.8362484847, 27.832970270664603, 0.4848633785885063, 4.448179316713663, -0.34272511998198707, -0.017618826994044597, 1.6860064281407232]",121.99219,25.0,1800.0,4000.0,0.5973684470994056
"[516257.81744193577, 27.832970270664603, 0.4794268429586934, 4.90902400849162, -0.30842848190331845, -0.012102133594689994, 1.7226549948039012]","[516813.7260739934, 27.832970270664603, 0.4794268429320796, 4.917462308277483, -0.31108002350317826, -0.012277644029233982, 1.7229395434240866]",122.01172,25.0,1800.0,4000.0,0.5974642562716316
"[406701.9303082964, 27.832970270664603, 0.3220659512007209, 3.3009917222834204, 0.05241731966696288, -0.009063629630250005, 1.5767139766865916]","[405916.67099417694, 27.832970270664603, 0.3258229050694986, 3.325611456797973, 0.047864290980368034, -0.009836321139007191, 1.5753574052475061]",122.03125,25.0,1800.0,4000.0,0.5975600654999924
"[532567.19756394, 55.555814992762166, 0.3079918051249195, 4.276369961867596, -0.19498076668256584, -0.012234705256709994, 1.6263707006577144]","[531795.7670631363, 55.555814992762166, 0.30457591692045327, 4.293568936800206, -0.1959804700942839, -0.012858940683895584, 1.6256105020959055]",122.05078,25.0,1800.0,4000.0,0.5976558747844877
"[511876.5793006166, 27.832970270664603, 0.2976397437197884, 3.7104440081037326, -0.19425642554039785, 0.003025862247429999, 1.5774632042417953]","[511755.1250533449, 27.832970270664603, 0.29098048641042323, 3.7051035099078975, -0.19394813328935032, 0.0034006739554524393, 1.5780042632460205]",122.07031,25.0,1800.0,4000.0,0.5977516841251178
"[815548.4170649593, 27.21928127950857, 0.10804729632346394, 33.8184639189465, -1.380926919793576, -0.009291956975860001, 2.066627367968684]","[817448.672169751, 27.21928127950857, 0.11213113026048345, 33.75203267749002, -1.3783552669031278, -0.00886262672319469, 2.0683328425023033]",122.08984,25.0,1800.0,4000.0,0.5978474935218825
"[2184117.4129033564, 27.832970270664603, 0.466128483150132, 52.494719640007006, 3.101414593599743, -0.02494703887180998, 3.9096678211487097]","[2185476.7282582796, 27.832970270664603, 0.47097130213264266, 52.468769000412834, 3.0997227198710577, -0.025941005069382433, 3.9104023883870296]",122.10938,25.0,1800.0,4000.0,0.597943352032376
"[4060582.8351344103, 53.132924254420196, 0.16803232083839773, 34.45208641723712, 2.0780290460548856, -0.004005940861739985, 4.854165934686771]","[4058941.8003438716, 53.132924254420196, 0.168032320804565, 34.45116723424012, 2.0802025733174663, -0.004796814047166977, 4.853273282067782]",122.12891,25.0,1800.0,4000.0,0.5980391615414391
"[2576369.6798416073, 26.032198621733905, 0.0976395246801282, 46.579299505875284, 0.8704598541939849, 0.0031784787740099852, 3.6229017920709246]","[2575550.350750172, 26.032198621733905, 0.10251545978402618, 46.53998939359927, 0.8732092191771782, 0.0038432281703712555, 3.6216366359789296]",122.14844,25.0,1800.0,4000.0,0.5981349711066369
"[920806.9370625496, 27.21928127950857, 0.08093759096107032, 37.38313786350747, -1.3026362435191885, -0.006126989912140009, 2.165609241172011]","[921055.2014302211, 27.21928127950857, 0.08093759101555721, 37.42268730757142, -1.3048140405226691, -0.006111415252953703, 2.1655893843481273]",122.16797,25.0,1800.0,4000.0,0.5982307807279695
"[1535029.1899792117, 27.21928127950857, 0.06775823337281944, 46.906252832774896, -1.282938565448587, -0.015060848268570005, 2.6981603509363263]","[1535420.5813059348, 27.21928127950857, 0.06775823329160381, 46.88233211143865, -1.2913085866546707, -0.015729870387806245, 2.698313050489258]",122.1875,25.0,1800.0,4000.0,0.5983265904054372
"[1238869.8105535537, 54.33086516799652, 0.05188713977274549, 49.74421275774652, -0.7606969966939149, -0.014366654616670036, 2.433050949905171]","[1239254.9923054816, 54.33086516799652, 0.05188713968625248, 49.649106647550404, -0.7698905145589824, -0.015257440395501408, 2.4337056489050783]",122.20703,25.0,1800.0,4000.0,0.5984224001390397
"[879447.6022040291, 25.45821483364418, 0.2613116117107989, 8.22289167858976, 0.52076912907783, 0.0066870677327799935, 2.101543053712762]","[879773.4127741838, 26.032198621733905, 0.26427434817108775, 8.198943208872732, 0.519801834328518, 0.004827751356638021, 2.1022447196991716]",122.22656,25.0,1800.0,4000.0,0.5985182099287771
"[1113325.9689211226, 25.45821483364418, 0.12843124555979735, 41.37287573530793, 1.9289094472379096, 0.01879392816859002, 2.480776125445664]","[1113674.3821032126, 25.45821483364418, 0.12843124551510277, 41.315566725351545, 1.9316431064683302, 0.016877234128272422, 2.4815547303902656]",122.24609,25.0,1800.0,4000.0,0.5986140197746496
"[1513006.9085617352, 27.21928127950857, 0.13852656302936917, 40.47037899162313, 0.9702849858516088, -0.01985475320354999, 2.6108382822397327]","[1513065.5321515098, 27.21928127950857, 0.13852656298800092, 40.43799119967976, 0.9731309979100735, -0.019232740534614923, 2.611582092944549]",122.26562,25.0,1800.0,4000.0,0.598709829676657
"[2224494.00172178, 27.21928127950857, 0.12478906303301573, 65.09251744623698, -2.2132604036360974, -0.019873042313549975, 3.439443682948826]","[2224765.007522696, 27.21928127950857, 0.12478906319152278, 65.14911047178431, -2.2139293763541628, -0.01863156236684069, 3.4401577953339935]",122.28516,25.0,1800.0,4000.0,0.5988056886926522
"[3250387.96089903, 55.555814992762166, 0.14561726066478856, 45.87377700698405, -1.0252962887601904, 0.00876541171133, 3.8945942621725456]","[3252418.8581077927, 55.555814992762166, 0.14561726080939336, 45.905466921880176, -1.026331377454251, 0.009523084866794634, 3.8950911000964528]",122.30469,25.0,1800.0,4000.0,0.5989014987069583
"[3708418.657495977, 27.832970270664603, 0.1332787758421128, 48.561851161489905, 2.736023091847616, -0.021849540334879992, 4.491364571062513]","[3708555.530189109, 27.832970270664603, 0.13327877600819685, 48.59240761255314, 2.7351668656540498, -0.02007052872954809, 4.491229649509597]",122.32422,25.0,1800.0,4000.0,0.5989973087773998
"[3513686.165678738, 27.832970270664603, 0.11025667538617023, 56.172879096466474, 3.227695124826592, -0.02902786360062999, 4.33477063850012]","[3512555.4216346284, 27.832970270664603, 0.11025667555766062, 56.21718342565756, 3.22724084237563, -0.027650390962921132, 4.334391743824842]",122.34375,25.0,1800.0,4000.0,0.5990931189039763
"[1298076.842120985, 26.032198621733905, 0.18824456882521884, 44.37206195766841, 2.007966180130887, -0.017991513544080007, 2.6014704248775766]","[1298029.0824231429, 26.032198621733905, 0.191406572304805, 44.307738447908974, 2.0037226577297327, -0.018096355569204525, 2.6013821208823424]",122.36328,25.0,1800.0,4000.0,0.5991889290866881
"[582232.5116169192, 56.80838267468058, 0.28234713776490017, 8.585628472972783, -0.6215065936153028, -0.018521214940639994, 1.663073507682292]","[582054.5572937045, 56.80838267468058, 0.2850791524479986, 8.640055641661549, -0.6263584889226786, -0.018572359558825614, 1.6627805765219297]",122.38281,25.0,1800.0,4000.0,0.599284739325535
"[541675.3934478217, 26.619123513162695, 0.24071913007875026, 6.819879107162757, -0.45346863639845647, -0.011001159654540004, 1.6496805325507424]","[541504.8596958852, 26.619123513162695, 0.22896565407890357, 6.796560623955195, -0.44710921390732683, -0.011849923528757236, 1.6476591308342978]",122.40234,25.0,1800.0,4000.0,0.5993805496205172
"[1232977.041637677, 27.21928127950857, 0.1345955919218027, 16.382328296072412, 0.2527723923926687, 0.008666955335830001, 2.651299886240857]","[1232307.8663096493, 27.21928127950857, 0.13459559207529867, 16.435022924810387, 0.24935435772988754, 0.007106338109348279, 2.650189874522351]",122.42188,25.0,1800.0,4000.0,0.5994764090296885
"[1301101.0410036966, 27.21928127950857, 0.13068397320938413, 17.1844751127909, 0.3291641385906183, -0.009102585434549997, 2.6018644903113946]","[1301295.6476132271, 27.21928127950857, 0.13068397336398024, 17.230328466028915, 0.3250207802283967, -0.010762855873877562, 2.601386201426364]",122.44141,25.0,1800.0,4000.0,0.59957221943697
"[597949.112399137, 55.555814992762166, 0.09642053905626163, 13.487873863354753, 0.4461277564103472, -0.028859957378089995, 1.7539150530547727]","[598171.2508627316, 55.555814992762166, 0.09642053911717313, 13.511021558284007, 0.4475524914440057, -0.02970301452660658, 1.7538480115304478]",122.46094,25.0,1800.0,4000.0,0.5996680299003868
"[763566.6613115876, 56.80838267468058, 0.08322413101192157, 22.574289453321015, -1.1866435813412597, -0.001520213054309993, 1.9406015756834625]","[764853.8750008054, 56.80838267468058, 0.08322413089907134, 22.54705881372904, -1.1817995207121497, -0.0013288832234224638, 1.9413544310419664]",122.48047,25.0,1800.0,4000.0,0.599763840419939
"[761884.9638878834, 28.46049556315417, 0.7196710811560509, 16.54527108177285, -2.1105600692128053, -0.007352933340919998, 1.9732910542399726]","[762713.7469771288, 28.46049556315417, 0.7223661190915172, 16.51462543444178, -2.1065341422901027, -0.007786734418516584, 1.973512007273108]",122.5,25.0,1800.0,4000.0,0.5998596509956268
"[1007055.676103697, 58.08919088907949, 0.6910899125205981, 32.962711449873765, 2.2568077908141024, -0.023042776738609997, 2.363604932130425]","[1007591.9191971374, 58.08919088907949, 0.6922975379951385, 33.00024163516223, 2.2615699088545846, -0.02266840021497816, 2.3640292380622703]",122.51953,25.0,1800.0,4000.0,0.5999554616274497
"[3209414.752956774, 26.619123513162695, 0.23278095288043765, 36.21132807170373, 2.3104661153850183, -0.01202277105003003, 4.102359577065914]","[3207838.125979805, 26.619123513162695, 0.2357932327324733, 36.16200824477483, 2.3073197529023863, -0.010806271286937551, 4.101486401193005]",122.53906,25.0,1800.0,4000.0,0.6000512723154083
